file,title,pages,review_depth,summary,keywords
papers/pdf/concern_deforms_metric.pdf,"Value-Weighted Training Deforms Learned Metrics Across RNN, Transformer, and JEPA-Style Spatial Models",12,local_pdf_text_extracted_all_pages,"Value-Weighted Training Deforms Learned Metrics Across RNN, Transformer, and JEPA-Style Spatial Models Jawaun Brown Research-Derived Experiments · Paper B Abstract If a representation is used to act, valuable regions should not merely receive labels; they should receive resolution. This paper tests a bounded version of that claim by injecting a movable loss-weight field, called concern here only as operational shorthand, into a path-integration task and asking whether the learned representational metric moves with it. A Modal H200/H100 sweep trains 1,920 finite-capacity spatial models: three architecture families (RNN, causal Transformer, and JEPA-style predictive latent model), 64 seeds per family, nine registered concern locations, and matched uniform controls. The primary observable is neighbor-stretch metric density, the mean latent displacement induced by a unit physical displacemen",causal;agents;geometry;concern;ood;symmetry
papers/pdf/reward_deformation_effective_dimension_law.pdf,A Measured Effective-Dimension Law for Value-Weighted Metric Deformation in Path-Integration RNNs,6,local_pdf_text_extracted_all_pages,"A Measured Effective-Dimension Law for Value-Weighted Metric Deformation in Path-Integration RNNs Jawaun Brown Research-Derived Experiments · Preregistered Geometry Sweep Abstract A value-weighted rate-distortion derivation predicts that a finite-capacity 2-D code should allocate local area density as √det g ∝ w^{1/2}. We preregistered a geometry sweep designed to distinguish this physical 2-D law from an effectively 1-D allocation law: a stripe value field should give α near 1/3, while an anisotropic value field varying along both arena axes should give α near 1/2 if the 2-D law governs the trained code. The experiment rejects that d=2, α=1/2 prediction as a description of this path-integration RNN harness. Across 576 H100-trained capacity-bottleneck networks, anisotropic 2-D at A=6 gives α=0.309 [0.304, 0.314], stripe gives α=0.302 [0.298, 0.307], and point gives α=0.283 [0.278, 0.288]",causal;agents;geometry;concern
papers/pdf/unified_metric_weakness_portfolio/finite_representations_portfolio.pdf,finite_representations_portfolio,38,local_pdf_text_extracted_all_pages,"Finite Representations Allocate Resolution and Generalization Under Structure Four Research-Derived Experiments on Metric Deformation, Effective Dimension, Weakness, and Toroidal Topology Jawaun Brown July 2026 Executive Overview This portfolio collects four linked research-derived experiments on finite learned representations. 1. Metric allocation is experimentally movable. In finite-capacity spatial models, externally specified value weights causally reshape local representational geometry. Moving the priority field moves local metric density across RNN, Transformer, and JEPA-style spatial models. 2. The scaling exponent measures effective allocation dimension. A value-weighted rate-distortion derivation predicts a physical two-dimensional exponent, but the measured RNN exponent is near the one-dimensional family. The exponent therefore reports the effective dimension through which the",causal;agents;geometry;concern;ood;symmetry
papers/pdf/unified_metric_weakness_portfolio/finite_representations_portfolio_with_bookmarks.pdf,finite_representations_portfolio_with_bookmarks,38,local_pdf_text_extracted_all_pages,"Finite Representations Allocate Resolution and Generalization Under Structure Four Research-Derived Experiments on Metric Deformation, Effective Dimension, Weakness, and Toroidal Topology Jawaun Brown July 2026 Executive Overview This portfolio collects four linked research-derived experiments on finite learned representations. 1. Metric allocation is experimentally movable. In finite-capacity spatial models, externally specified value weights causally reshape local representational geometry. Moving the priority field moves local metric density across RNN, Transformer, and JEPA-style spatial models. 2. The scaling exponent measures effective allocation dimension. A value-weighted rate-distortion derivation predicts a physical two-dimensional exponent, but the measured RNN exponent is near the one-dimensional family. The exponent therefore reports the effective dimension through which the",causal;agents;geometry;concern;ood;symmetry
papers/pdf/weakness_predicts_ood.pdf,Symmetry-Compatible Hypothesis Volume Predicts Out-of-Distribution Generalization,6,local_pdf_text_extracted_all_pages,"Symmetry-Compatible Hypothesis Volume Predicts Out-of-Distribution Generalization Jawaun Brown Weakness, not generic compression alone, in shortcut-compatible learning problems Research-Derived Experiments · preprint compiled from the project repository Abstract We study finite-domain model selection where training data admits both a local shortcut and a globally symmetry-compatible rule. Loss and in-distribution validation cannot distinguish the completions, and generic simplicity or flatness proxies can prefer the shortcut. We define weakness as the number of transformations under which a candidate function remains equivariant up to an output action. On cyclic and dihedral symbolic families (500 trials each), weakness recovers the invariant rule in 100% of trials (Wilson 95% lower bound 0.992) while the tested train-loss, validation, description-length, MDL-style, compression, and flat",causal;geometry;ood;symmetry;inquiry
papers/pdf/weakness_predicts_topology.pdf,Translation Augmentation Produces Toroidal Codes and Larger-Arena Generalization in Path-Integration RNNs,7,local_pdf_text_extracted_all_pages,"Translation Augmentation Produces Toroidal Codes and Larger-Arena Generalization in Path-Integration RNNs Jawaun Brown Research-Derived Experiments · empirical note and negative mediation result Abstract This note tests a pre-registered strong claim about path-integration RNNs: weakness, a held-out linear equivariance score for wrapped translations, should govern whether a learned population code forms a toroidal manifold, and toroidal topology should mediate larger-arena generalization. The result is a useful negative mediation result. In a 320-network Modal H100 sweep, full translation augmentation reliably induces toroidal codes (G1 pass; torus match 0.734), preserves decoding when the arena doubles (OOD 0.949 versus 0.484 for no augmentation), and produces the causal condition contrast specified before the sweep (G6 pass). Weakness also tracks spectral concentration (G5 pass; rho = +",causal;agents;geometry;ood;symmetry;inquiry
papers/phase4_metaphysics/learning_missing_conditions.pdf,Learning the Missing Conditions,3,local_pdf_text_extracted_all_pages,"Learning the Missing Conditions Jawaun Brown Phase 4 diagnostics for the Metric Stack of Concern Research-Derived Experiments - controlled L4-parallel harnesses Abstract Phase 3 identified several open bottlenecks in the Metric Stack of Concern: language scale, non-enumerative symmetry discovery, learned regime variables, probe value, architecture beyond the mediated-identifiability ceiling, foundation-model-style metric deformation, and topology mediation. This paper reports a controlled Phase 4 diagnostic suite that turns those bottlenecks into seven cheap L4-parallel gates. The allowed claim is bounded: these experiments resolve mechanism choices inside controlled harnesses and identify which claims deserve heavier external validation. 1. Question The Phase 4 question is whether the missing conditions from the prior arc can be learned rather than handed to the agent: regime partitions",causal;agents;geometry;concern;ood;symmetry
papers/phase5_external_validity/from_controlled_concern_geometry_to_foundation_models.pdf,From Controlled Concern Geometry to Foundation Models,3,local_pdf_text_extracted_all_pages,"From Controlled Concern Geometry to Foundation Models Jawaun Brown Phase 5 external-validity transport for the Metric Stack of Concern Research-Derived Experiments - budgeted L4-parallel proxy suite Abstract Phase 4 showed that several missing conditions in the Metric Stack of Concern can be learned inside controlled diagnostic harnesses. Phase 5 asks which mechanisms transport when the setup becomes more model-like, semantic, and counterfactual. The suite runs four cheap L4-parallel transport gates: language action coupling, foundation-style semantic metric deformation, role-routed world modeling, and topology/seam causal disentanglement. The allowed claim remains bounded: this is an external-validity proxy result that decides where expensive real-model validation should go next. 1. Question The Phase 5 question is not whether the Phase 4 controls can be tuned to pass again. It is wheth",causal;agents;geometry;concern;ood;memory
papers/phase6_real_model_validation/from_proxy_transport_to_open_models.pdf,From Proxy Transport to Open Models,2,local_pdf_text_extracted_all_pages,"From Proxy Transport to Open Models Jawaun Brown Phase 6 actual-model validation for the Metric Stack of Concern Research-Derived Experiments - budgeted Modal L4 sweep Abstract Phase 5 used proxy harnesses to decide whether expensive validation was warranted. Phase 6 runs that heavier tier directly: public decoder language models are scored by hidden-state geometry and action logprob margins, while public frozen sentence encoders are tested with a post-hoc value-weighted metric deformation. The result is deliberately bounded. It is actual open-model evidence, not human behavioral evidence or foundation-model finetuning evidence. 1. Question The question is whether the Phase 5 proxy transport signals survive contact with actual open LMs and frozen encoders. For language, the validation asks whether a hidden concern axis predicts held-out help-versus-wait logprob margins and whether concer",geometry;concern
papers/planning_from_concern/paper.pdf,Planning from Concern,11,local_pdf_text_extracted_all_pages,"Planning from Concern: Model-Based DeltaE Action Selection Yields Self-Organized Homeostatic Competence Without Optimal-Action Supervision Author. Jawaun Brown. Abstract Companion paper [9] showed that an action-conditioned DeltaE auxiliary loss can self-organize a reward-aligned encoder representation (XOR cluster gap +1.84 without supervised optimal-action labels), but companion paper [8] showed that sparse-reward REINFORCE policy gradients fail to exploit it. The natural - and so far untested - closing of the loop is to use the learned DeltaE model directly for action selection. If the encoder has organized by reward and the DeltaE head predicts (item, energy, action) -> future energy change, then a greedy planner can act by a = argmax_a DeltaE_head(z, E, a), with no policy head and no policy gradient training. We run a 36-cell Modal sweep (6 conditions x 2 reward structures x 3 seeds",causal;agents;geometry;concern;ood;symmetry
papers/planning_hardening/paper.pdf,Distributed Concern,13,local_pdf_text_extracted_all_pages,"Distributed Concern: Planning from DeltaE Depends on Latent Geometry, Not a Single Reward Axis Author. Jawaun Brown. Abstract Companion paper [10] reported that a DeltaE-aux-organized encoder + greedy argmax_a DeltaE_head(z, E, a) achieves return 50/50 and action accuracy 0.996 on the XOR homeostatic bandit, without supervised optimal-action labels and without policy-gradient training, and oﬀered the natural-seeming interpretation that the encoder's learned reward axis impels action. This paper hardens that result with ﬁve targeted ablations - reward-axis intervention, exploration-regime sweep, head-capacity sweep, DeltaE calibration diagnostics, and a harder environment - and ﬁnds that the headline planning result is robust but the per-axis causal interpretation is not. The core empirical surprise: on XOR, ablating the encoder's reward axis at eval time drops action accuracy by −0.49, a",causal;agents;geometry;concern;ood;symmetry
papers/probe_value_reengagement/paper.pdf,Probe Value and Re-Engagement: Learning When to Ask Again in Responsive Worlds,9,local_pdf_text_extracted_all_pages,"Probe Value and Re-Engagement: Learning When to Ask Again in Responsive Worlds Jawaun Brown 2026-06-12 Abstract Paper 22 left two open issues. First, the program's oracle_probe_value condition used current attribution error as the signal, achieving ﬁnal lc_MAE 5x worse than learned probing - empirically falsifying it as an upper bound (current error != value of information). Second, the agent's probe completely stopped ﬁring post-regime-shift (G7 failure): the V_probe was backward-looking and self-silencing, so once it stopped probing it stopped collecting the data that could reveal the world had changed. Paper 23A introduces two corrections: 1. Principled probe-value oracle: (world_error²) / (K + 1), the standard shrinkage estimate of expected MAE reduction from one more sample at bucket b. Plus a sequence variant adding a bonus when the agent's recent history contains a trigger consume",causal;agents;geometry;concern;ood;symmetry
papers/regime_sensitive_de/paper.pdf,Regime-Sensitive DeltaE Models,8,local_pdf_text_extracted_all_pages,"Regime-Sensitive DeltaE Models Solve State-Dependent Concern at the Diagnostic Limit: An Oracle Boundary Feature Closes the Gap; Learned Alternatives Solve Everywhere Except the Singular Point E=0.5 Author. Jawaun Brown. Abstract Companion paper [13a] showed that oﬀ-policy DeltaE training partially recovers state-dependent concern (action accuracy 0.96 on state_dep_inv_xor, vs the online failure ﬂoor 0.47) but leaves a residual failure at the discontinuous regime boundary at E=0.5 (margin sign accuracy 0.46 - chance). The diagnosis was smooth-function-approximator failure on a step function. This paper tests four architectural ﬁxes - oracle boundary feature, learned mixture-of-experts gate, Fourier E-features, and a sign-of-margin auxiliary loss - all under oﬀ-policy training. 30-cell sweep (5 conditions x 2 envs x 3 seeds). Three ﬁndings: 1. Oracle boundary feature closes the gap comple",causal;agents;geometry;concern;ood
papers/role_specific_identifiability/paper.pdf,"Role-Specific Mediated Effects, Two-Sided Gauge Anchoring, and Fully-Learned Probe Abstractions",9,local_pdf_text_extracted_all_pages,"Role-Speciﬁc Mediated Eﬀects, Two-Sided Gauge Anchoring, and Fully-Learned Probe Abstractions: The Architectural Endpoint of the Autonomous-Probing Arc Jawaun Brown 2026-06-12 Abstract Paper 24 closed most of the mediated/exogenous identiﬁability gap from Paper 23B via interventional contrast loss (G2 ✓ 56% mediated MAE reduction). But G7 caught a structural ﬁnding: wrong-history contrast pairs also helped, because the environment's role-invariant mediated structure meant any high-h- vs-low-h supervision provided the same h-dependence signal. Paper 25 was designed as the ﬁnal identiﬁability stress test under the discipline that the autonomous- probing machinery is frozen - no changes to detection, allocation, saturation, or re-engagement. Three structural changes only: 1. Role-speciﬁc mediated environment: per-role hazard amps make food's mediated_E twice medicine's; poison's is on the D",causal;agents;geometry;concern;ood;symmetry
papers/scale_normalized_vprobe/paper.pdf,Scale-Normalized Probe Calibration,12,local_pdf_text_extracted_all_pages,"Scale-Normalized Probe Calibration for Vector First-Order Self: A Target x Threshold Factorial Jawaun Brown 2026-06-12 Abstract Paper 20B identiﬁed a scale-asymmetric V_probe calibration failure in vector ﬁrst-order self: the E dimension calibrated partially (Spearman ρ = +0.20), the D dimension was anti-calibrated (ρ = −0.41), and learned probing performed 28% worse than matched-random at matched null count. The diagnosis: V_probe's raw current-replay target |mean signed residual| is in raw DeltaE/DeltaD units; D's smaller magnitudes (shocks 0.20, self eﬀects 0.5) compress its target distribution below the E-calibrated cost threshold. Paper 21A tests three hypotheses for what to ﬁx: H1 target scale (normalize the residual target by per-dim variance), H2 decision threshold scale (per-dim cost thresholds), H3 both. A 2x2 factorial (raw/normalized target x global/per-dim threshold) with 10",causal;agents;geometry;concern;ood;symmetry
papers/state_dependent_concern/paper.pdf,State-Dependent Concern Fails,8,local_pdf_text_extracted_all_pages,"State-Dependent Concern Fails Under Online Homeostatic Training: A Coupling Between Policy and Training Distribution Author. Jawaun Brown. Abstract Companion paper [11] established that the model_plan_delta_e pipeline ([10]) can self-organize concern- shaped competence under various exploration regimes. Companion paper [11b] tightened that result with calibration metrics and identiﬁed margin-based epistemic sampling (MBES) as the best autonomous mechanism. The natural Layer-4 conceptual next step - and the priority called out by all reviewers across [10, 10b, 11, 11b] - is state-dependent valence: the same sensory item should change role depending on the agent's internal viability state, instantiating the philosophical-spine claim that ""meaning is geometry under concern"" in its fully state-conditional form. This paper reports a clean, uniform negative result. We test six conditions on a ",causal;agents;geometry;concern;ood;symmetry
papers/structure_compatible_generalization/inferred_transformations_intervention.pdf,Inferred Transformations for Structure-Compatible Generalization,2,local_pdf_text_extracted_all_pages,"Inferred Transformations for Structure-Compatible Generalization Jawaun Brown Abstract Phase one showed that oracle transformation compatibility predicts OOD behavior under underspeciﬁcation. This phase asks whether the oracle can be weakened: infer supported transformations from training evidence, score compatibility under that discovered family, and use the discovered family as a train-time regularizer. In a modular addition domain, a shift is admitted only when observed train-label overlaps support the induced input and label action. The resulting suite evaluates both prediction and control without using OOD labels for model selection or training. 1. Regime Transition The old regime supplied the deployment group. The new regime infers a supported ﬁnite transformation family, rejects vacuous shifts, and applies compatibility pressure to unlabeled domain points. 2. Result The strongest ",causal;ood;symmetry
papers/structure_compatible_generalization/language_template_substitution.pdf,Language-Template Substitution for Structure-Compatible Generalization,3,local_pdf_text_extracted_all_pages,"Language-Template Substitution for Structure-Compatible Generalization Jawaun Brown Phase 4: finite text-template generator transfer Abstract This phase tests structure-compatible generalization in a controlled finite text domain. Examples are rendered as short language templates with number words and offset words, while the deployment shift is precise: held-out number-word substitutions transport the label by the same offset. A finite generator is inferred from observed input/label-overlap evidence and used for OOD prediction and regularization without OOD labels. 1. Regime Transition Earlier SCG phases tested oracle groups, inferred modular shifts, learned affine transports, and vision rotations. This phase keeps the finite auditability but moves the surface form into rendered language templates. Field Value GPU L4 configs 64 epochs 220 regularization [0.0, 0.05, 0.2, 0.5] max transfor",causal;concern;ood;symmetry
papers/structure_compatible_generalization/learned_generators_transfer.pdf,Learned Generators for Structure-Compatible Generalization,3,local_pdf_text_extracted_all_pages,"Learned Generators for Structure-Compatible Generalization Jawaun Brown Phase 3: finite generator discovery plus transfer Abstract Earlier structure-compatible generalization results used oracle deployment transformations or finite shifts inferred from observed overlaps. Phase three learns finite generator families from data: modular affine input/label transports and vision rotations selected by training-set self-consistency. The result is a bounded test of OOD prediction and intervention without OOD labels, not an open-world transformation-discovery theorem. 1. Regime Transition The old regime supplied the transformation parameterization. The new operation learns candidate transports from data and evaluates whether the learned family predicts or controls OOD behavior under ID-equivalent training evidence. Field Value GPU L4 modular configs 90 vision base units 36 modular epochs 350 visi",causal;ood;symmetry
papers/structure_compatible_generalization/semantic_retrieval_transfer.pdf,Semantic Retrieval Transfer for Structure-Compatible Generalization,3,local_pdf_text_extracted_all_pages,"Semantic Retrieval Transfer for Structure-Compatible Generalization Jawaun Brown Phase 5: frozen-encoder semantic transfer Abstract This phase moves structure-compatible generalization from rendered templates to short semantic retrieval cases. Actual frozen sentence encoders provide embeddings; nearest-neighbor structure infers candidate paraphrase and entity-substitution orbits; trained retrieval selectors are evaluated on held-out semantic variants without OOD labels. 1. Manifest Field Value GPU L4 encoders ['all_minilm_l6_v2', 'bge_small_en_v1_5'] configs per encoder 32 rows 66 Table 1. Semantic retrieval Modal L4 manifest. 2. Predictor Correlations Domain Predictor Pearson r Spearman r N semantic_retrieval_frozen_encoder compatibility_true 0.940 0.915 64 semantic_retrieval_frozen_encoder compatibility_discovered 0.861 0.863 64 semantic_retrieval_frozen_encoder train_accuracy 0.772 0.",ood
papers/structure_compatible_generalization/semantic_selection_control.pdf,Semantic Selection Control for Structure-Compatible Generalization,2,local_pdf_text_extracted_all_pages,"Semantic Selection Control for Structure-Compatible Generalization Jawaun Brown Phase 6: OOD-free frozen-encoder model selection Abstract This phase turns semantic retrieval compatibility into an OOD-free model-selection protocol. Candidate retrieval models are grouped into encoder-threshold seed zoos, filtered to high train and ID validation performance, selected by learned compatibility or baseline selectors, and evaluated only afterward on held-out semantic variants. 1. Manifest Field Value GPU L4 encoders ['all_minilm_l6_v2', 'bge_small_en_v1_5'] thresholds [0.5, 0.56, 0.62, 0.68, 0.74] zoos 12 configs per zoo 12 selection records 840 Table 1. Semantic selection Modal L4 manifest. 2. Gate Status Gate Passed min_zoo_count True beats_id_validation True beats_train_accuracy True beats_random_candidate True wrong_control_fails True accepted True Table 2. Pre-registered selection-control ",concern;ood;symmetry
papers/structure_compatible_generalization/structure_compatible_generalization.pdf,Structure-Compatible Generalization,2,local_pdf_text_extracted_all_pages,"Structure-Compatible Generalization Jawaun Brown Abstract Modern learning systems are underspeciﬁed: many ﬁnite models can ﬁt the same training data and pass the same in- distribution checks while behaving diﬀerently under deployment shifts. This paper reports a controlled diagnostic suite testing whether the transformation structure a learned function preserves predicts OOD behavior better than loss, ID validation, norm, or sharpness proxies. The suite combines cyclic symbolic MLPs, rotated visual objects, and a modular algorithmic table task under one schema. The claim is intentionally bounded: for ﬁnite domains where deployment shift is generated by a known transformation family, compatibility is an OOD diagnostic and model-selection signal, not a universal certiﬁcation theorem. 1. Problem The practical question is which model to trust when train loss and ID validation do not identify",agents;ood;symmetry
papers/two_bottlenecks/paper.pdf,Two Bottlenecks,10,local_pdf_text_extracted_all_pages,"Two Bottlenecks: DeltaE Auxiliary Bootstraps XOR Valence Geometry When Decoupled from Sparse-Reward Policy Gradient Author. Jawaun Brown. Abstract Companion paper [8] found a clean decoupling cell: an encoder trained with an action-conditioned DeltaE auxiliary loss achieved reward-axis cluster gap +1.00 on the additive_thresh reward function, while sparse-reward REINFORCE on the same encoder + policy combination stayed at chance return. The paper concluded that representation and competence were independent bottlenecks but did not test the strongest version of the claim: if we hand a DeltaE-aux-organized encoder to a supervised policy head, does the agent achieve competence? This paper runs that test. Six conditions x 2 environments x 3 seeds = 36 cells. The encoder is trained in a clean stage 1 (no policy gradient interfering), then frozen, then the policy head is trained in stage 2 wit",causal;agents;geometry;concern;ood;symmetry
papers/valence_object_formation/paper.pdf,Objects Form from Concern,8,local_pdf_text_extracted_all_pages,"Objects Form from Concern: Valence-Coupled Encoders Cluster the World by Causal Role, Not Sensory Similarity Author. Jawaun Brown. Abstract The ﬁve prior empirical papers in this program established that weakness predicts OOD generalization [1], that the relevant symmetry group can be inferred from data [2], that pixel-cosine and learned-encoder methods occupy diﬀerent operating regimes [3], that paraphrase clusters become causally load-bearing under action coupling [4], and that the same active geometry preserves a viability buﬀer, repairs itself under viability breach, and obeys the Law of the Stack [5]. The conceptual paper [6] argues that the deepest test of the framework is valence-induced object formation: do agents whose objective is coupled to their viability carve the world into objects according to causal-valence role, rather than sensory similarity? We give the ﬁrst empirical ",causal;agents;geometry;concern;ood;symmetry
papers/valence_tapestry/paper.pdf,Tapestry of Valence,10,local_pdf_text_extracted_all_pages,"Tapestry of Valence: Vector DeltaV Models Adapt Medicine Handling Under Internal-Weight Shifts; Scalar Drive Models Cannot Author. Jawaun Brown. Abstract Companion paper [14b] showed that bootstrap ensembles of identical-architecture DeltaE heads fail to detect regime-boundary failures, and Paper [14] showed that greedy planning + a safe regulate fallback action robustly beats sophisticated planners under model error. The program has now characterized scalar concern (E only) about as completely as the minimal homeostatic bandit allows. The Bennett ""tapestry of valence"" thesis - that mattering is multi-dimensional, with objects aﬀecting multiple internal variables in qualitatively diﬀerent ways - is the natural next step. This paper makes the ﬁrst multi-valence test: replace scalar E with a two-dimensional (E, D) internal state and ask whether a vector DeltaV head produces ﬂexible concern",causal;agents;geometry;concern;ood;inquiry
papers/vector_first_order_self/paper.pdf,Vector First-Order Self,12,local_pdf_text_extracted_all_pages,"Vector First-Order Self: Autonomous Identifying Interventions for Multi-Valence Homeostatic Agents Subtitle: Per-dimension self/world attribution under autonomous current-replay null probing. Jawaun Brown 2026-06-12 Abstract The program's three strongest scalar mechanisms - Paper 15's vector DeltaV head, Paper 16b's null-anchor intervention, and Paper 19's current-replay autonomous probe - exist independently. Paper 20B asks whether they compose in a multi-valence ﬁrst-order self: can an agent autonomously identify which dimensions of viability change (energy AND damage) are self-caused vs world-caused, while preserving vector-valued concern for zero-shot priority reweighting? 12 conditions, 12 pre-registered gates, frozen pre-sweep. Three critical controls included (scalar_drive_selfworld for P15- style failure, scalar_probe_vector_heads for probe-dim collapse, priority_weighted_probe f",causal;agents;geometry;concern;ood;symmetry
papers/viable_computational_bodies/paper.pdf,Viability-Guided Evolution of Syntax-Bearing Computational Bodies,16,local_pdf_text_extracted_all_pages,"Viability-Guided Evolution of Syntax-Bearing Computational Bodies Jawaun Brown 2026-06-22 Abstract Arc 2A asks what interventions make the world's causal grammar visible. Arc 2B asks what computational bodies can express that grammar in the ﬁrst place. We introduce a typed symbolic architecture-evolution benchmark for syntax-bearing agents. Candidate bodies are motif sets containing components such as tree binders, syntax memory, role-speciﬁc heads, world models, intervention planners, counterfactual rollout, formal guards, and shortcut reward heads. Static admissibility rules reject malformed bodies, and viability gates require the ﬁnal architecture to pass concerned-syntax, self/world, resource, and anti-cheat criteria. In a 12-seed deterministic design pilot, an 18-cell symbolic Modal sweep, a learned executable-body validation, a vector-observation module validation, a Haskell typed-",causal;agents;geometry;concern;symmetry;inquiry
papers/virtual_governor_stress_signal/paper.pdf,Virtual-Governor Stress Signals for Local Action Recovery,3,local_pdf_text_extracted_all_pages,"Virtual-Governor Stress Signals for Local Action Recovery Jawaun Brown Abstract The virtual-governor preprint is useful because it names a signal architecture: global constraint violations become local incentives. This paper turns that phrase into a bounded neural diagnostic. Small policies act in a three-dimensional controlled state whose target changes during long rollouts. Five architectures receive the same oracle action labels but diﬀerent policy features: reward-only, local-state proxy, stale governor memory, wrong stress signal, and live virtual- governor stress. The result tests whether the live stress-transduction channel is load-bearing for recovery after shifts. 1. Diagnostic The task is deliberately ﬁnite. A policy observes a local feature vector and chooses one of six actions. Each action moves the system state and the oracle chooses the action that most reduces distance to ",causal;agents;ood;memory;consciousness
papers/weakness_invariance_neurips/paper.pdf,Symmetry-Compatible Hypothesis Volume Predicts Out-of-Distribution Generalization,16,local_pdf_text_extracted_all_pages,"Symmetry-Compatible Hypothesis Volume Predicts Out- of-Distribution Generalization Subtitle. Weakness, not generic compression alone, in shortcut-compatible learning problems. Author. Jawaun Brown. Abstract We study model selection in ﬁnite-domain settings where the training data admits both a local shortcut and a globally symmetry-compatible rule. In these settings, training loss and in-distribution validation cannot distinguish the two completions, and generic simplicity or ﬂatness proxies can prefer the shortcut. We deﬁne a ﬁnite operationalization of Bennett-style weakness as the number of transformations under which a candidate function remains equivariant up to an output action. Across cyclic and dihedral symbolic task families (500 trials each), weakness selects the invariant rule in 100% of trials (Wilson 95% lower bound 0.992), while the tested train-loss, validation, descriptio",agents;geometry;ood;symmetry;consciousness
papers/world_responds/paper.pdf,When the World Responds,9,local_pdf_text_extracted_all_pages,"When the World Responds: Action-Correlated Shocks and the Limits of Null-Anchored Self/World Attribution Jawaun Brown 2026-06-12 Abstract Papers 16b through 21A established autonomous self/world attribution mechanisms for environments where world shocks are independent of the agent's prior actions. Paper 22 tests the ﬁrst regime where this independence breaks: a hidden hazard h(t+1) = γ·h(t) + κ·I[consume_trigger] whose dynamics depend on agent history, with a mid- training regime shift (trigger: food -> medicine at episode 250) to force renewed uncertainty. Two conceptual upgrades over Paper 21A: 1. Training-time selectivity metrics, not eval-time null rate (which became vacuous in P21A at near-oracle convergence) 2. Three-head decomposition: direct self / mediated world (action-history-conditioned) / exogenous world (action- independent) 10 conditions, 8 pre-registered gates frozen. Re",causal;agents;geometry;concern;ood;inquiry
